town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
liege,24,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc58892,Residence,359 000 €,"Rue Hullos 38
4000 Liege",38,Liege,5,15 m²,18 m²,2,3,268 m²,Yes,51 m²,,,1900,Normal,Partially equipped,Yes,Double glass,No,,232 kWh/m²/year,70125 kWh/year,05/11/2034
liege,24,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc59297,Residence,Make offer from 239 000 €,"Rue Bagolet 27
4000 Liege",27,Liege,3,16 m²,16 m²,2,2,92 m²,Yes,,,,,Normal,Fully equipped,Yes,Double glass,No,,293 kWh/m²/year,26947 kWh/year,21/05/2034
liege,24,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc59345,Residence,450 000 €,"rue de la casquette 14
4000 Liege",14,Liege,3,,,,2,137 m²,,,,,1850,Normal,,Yes,Double glass,Yes,,,,
liege,24,https://immovlan.be/en/detail/residence/for-sale/4000/rocourt/vbc57897,Residence,180 000 €,"Rue François Lefebvre 43
4000 Rocourt",43,Rocourt,2,,,1,2,174 m²,Yes,13 m²,,,1920,To be renovated,Partially equipped,No,,No,,276 kWh/m²/year,,19/11/2034
liege,24,https://immovlan.be/en/detail/residence/for-sale/4020/jupille/vbc58484,Residence,99 000 €,Rue Chafnay 163 4020 Jupille,163,Jupille,2,15 m²,12 m²,,1,89 m²,,,,,1900,To be renovated,Not equipped,Yes,Double glass,,,768 kWh/m²/year,68627 kWh/year,
liege,24,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc59363,Residence,Make offer from 189 000 €,"Rue Herman Reuleaux 22
4020 Liege",22,Liege,6,14 m²,13 m²,6,6,146 m²,,,,,1918,To renovate,Partially equipped,,Double glass,No,,235 kWh/m²/year,5393 kWh/year,09/12/2024
liege,24,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc58791,Residence,205 000 €,"Avenue de l'Industrie 37
4030 Grivegnée",37,Grivegnée,3,14 m²,12 m²,1,2,107 m²,Yes,8 m²,North-west,,,To be renovated,,Yes,,No,,361 kWh/m²/year,38530 kWh/year,01/04/2035
liege,24,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc59610,Residence,639 000 €,"Rue de Herve, 504 4030 Grivegnée",504,Grivegnée,7,,,1,,468 m²,Yes,13 m²,,,,,,No,,,,279 kWh/m²/year,130449 kWh/year,
liege,24,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc58348,Residence,155 000 €,"Rue Vaudrée 137
4031 Angleur",137,Angleur,3,12 m²,13 m²,1,2,166 m²,Yes,,,,1920,To be renovated,,Yes,Double glass,,,444 kWh/m²/year,73663 kWh/year,
liege,24,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc58558,Studio,109 000 €,"Boulevard de la Sauvenière 153
4000 Liege",153,Liege,,,,1,1,38 m²,,,,7,,Normal,Partially equipped,,,Yes,,307 kWh/m²/year,9416 kWh/year,12/04/2025
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc55424,Apartment,209 000 €,Rue Provinciale 143/15 4000 Liege,4000,Liege,2,8 m²,12 m²,1,1,80 m²,,,,2,2011,Excellent,Not equipped,Yes,Double glass,Yes,Yes,133 kWh/m²/year,10652 kWh/year,
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc56180,Apartment,164 000 €,"Rue Saint-Gilles 200
4000 Liege",200,Liege,1,,,1,1,66 m²,Yes,7 m²,,,1964,Normal,Fully equipped,Yes,Double glass,Yes,Yes,146 kWh/m²/year,9672 kWh/year,11/03/2028
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc57508,Apartment,334 822 €,"Rue de la Bure Aux Femmes 10-12 A.1.0.02
4000 Liege",4000,Liege,2,,,1,,88 m²,Yes,51 m²,,,2025,Normal,,No,Double glass,Yes,Yes,,,
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc54989,Apartment,249 000 €,"Quai Churchill, 35
4020 Liege",35,Liege,2,,,1,,124 m²,Yes,7 m²,,3,,,,,,,,177 kWh/m²/year,22034 kWh/year,
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc57741,Apartment,Make offer from 249 000 €,"Quai du roi Albert 94
4020 Liege",94,Liege,2,14 m²,32 m²,1,1,154 m²,Yes,40 m²,,,,,Super equipped,,Double glass,No,,241 kWh/m²/year,37076 kWh/year,30/03/2032
liege,25,https://immovlan.be/en/detail/apartment/for-sale/4032/chenee/vbc55748,Apartment,Price on request,4032 Chênée,4032,Chênée,1,,,1,1,80 m²,Yes,,,8,1966,,,,,Yes,,228 kWh/m²/year,18226 kWh/year,18/03/2035
liege,25,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc55011,Mixed,799 000 €,"Rue du Calvaire 172
4000 Liege",172,Liege,8,,,,4,500 m²,Yes,,,,1960,Normal,Super equipped,,,Yes,,200 kWh/m²/year,21558 kWh/year,
liege,25,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc55517,Mixed,Make offer from 750 000 €,"Rue Louvrex 87
4000 Liege",87,Liege,5,18 m²,6 m²,5,,278 m²,Yes,22 m²,,,,,,Yes,Double glass,No,,117 kWh/m²/year,6458 kWh/year,25/11/2024
liege,25,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbc55856,Penthouse,398 000 €,"Rue des Bonnes Villes 11 54
4020 Liege",11,Liege,2,15 m²,12 m²,2,2,107 m²,Yes,85 m²,South,5,2023,New,,,Double glass,Yes,Yes,90 kWh/m²/year,9414 kWh/year,
liege,25,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc54654,Residence,125 000 €,"Rue Toussaint Beaujean 25
4000 Liege",25,Liege,1,14 m²,9 m²,1,2,94 m²,Yes,11 m²,North-west,,1918,To be renovated,,Yes,Double glass,No,,453 kWh/m²/year,42580 kWh/year,24/03/2035
liege,25,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc55919,Residence,Make offer from 219 000 €,Fond des Tawes 203 4000 Liege,203,Liege,4,18 m²,18 m²,1,2,142 m²,Yes,24 m²,South,,1930,To renovate,Partially equipped,Yes,Double glass,No,,362 kWh/m²/year,57652 kWh/year,26/02/2035
liege,25,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc55135,Residence,Make offer from 399 000 €,Rue des noctuelles 31 4020 Bressoux,31,Bressoux,3,13 m²,9 m²,1,2,136 m²,Yes,30 m²,North-east,,2020,New,Fully equipped,,Double glass,No,Yes,28 kWh/m²/year,3832 kWh/year,27/02/2035
liege,25,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc56893,Residence,249 000 €,4020 Bressoux,4020,Bressoux,4,14 m²,22 m²,1,3,226 m²,,,,,,To be renovated,,Yes,Double glass,No,,328 kWh/m²/year,83651 kWh/year,
liege,25,https://immovlan.be/en/detail/residence/for-sale/4020/jupille/vbc55817,Residence,245 000 €,Rue Baille-Colleye 17 4020 Jupille,17,Jupille,2,,,1,2,,,,,,1952,Normal,Fully equipped,,Double glass,,,150 kWh/m²/year,24818 kWh/year,
liege,25,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc54678,Residence,Make offer from 99 000 €,Rue d'Elmer 112 4020 Liege,112,Liege,4,12 m²,17 m²,1,1,130 m²,Yes,,,,1933,To be renovated,,,,No,,550 kWh/m²/year,72905 kWh/year,12/08/2030
liege,25,https://immovlan.be/en/detail/residence/for-sale/4020/wandre/vbc55387,Residence,Make offer from 249 000 €,Rue d'Elmer 55 4020 Wandre,55,Wandre,4,16 m²,15 m²,1,3,148 m²,Yes,27 m²,West,,1930,Normal,Partially equipped,Yes,Double glass,No,,367 kWh/m²/year,46937 kWh/year,18/03/2035
liege,25,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc51134,Residence,255 000 €,"Rue Prince de Liège 171
4030 Grivegnée",171,Grivegnée,5,16 m²,15 m²,2,,146 m²,Yes,40 m²,,,,Normal,Super equipped,Yes,Double glass,No,,228 kWh/m²/year,43931 kWh/year,11/03/2035
liege,25,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc57407,Residence,245 000 €,"Rue de Renory 136
4031 Angleur",136,Angleur,5,15 m²,15 m²,3,2,,,,,,,Normal,Not equipped,,Double glass,,No,344 kWh/m²/year,19916 kWh/year,
liege,25,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc55217,Residence,348 500 €,Rue de Gaillarmont 612 4032 Chênée,612,Chênée,3,19 m²,12 m²,2,3,237 m²,Yes,73 m²,South-east,,1980,Normal,Super equipped,Yes,Double glass,No,,228 kWh/m²/year,58970 kWh/year,10/04/2034
liege,25,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc54719,Studio,110 000 €,"Place des Béguinages 9 0061
4000 Liege",9,Liege,1,,,1,1,,,,,6,,Normal,,,,Yes,Yes,446 kWh/m²/year,14470 kWh/year,28/02/2035
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc52469,Apartment,252 500 €,"Rue des mariniers 13/01
4000 Liege",4000,Liege,2,,,,,93 m²,Yes,14 m²,,0,,,,,,,,125 kWh/m²/year,11548 kWh/year,
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc53416,Apartment,210 000 €,4000 Liege,4000,Liege,0,,,,,170 m²,,,,0,,,Not equipped,,Double glass,Yes,Yes,,0 kWh/year,
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc53417,Apartment,195 000 €,4000 Liege,4000,Liege,0,,,,,150 m²,,,,0,,,Not equipped,,Double glass,Yes,Yes,,0 kWh/year,
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc53560,Apartment,185 000 €,"Rue Sainte Aldegonde 15
4000 Liege",15,Liege,1,27 m²,,2,1,77 m²,,,,4,,Normal,Fully equipped,,Double glass,Yes,Yes,503 kWh/m²/year,33652 kWh/year,02/03/2035
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc53864,Apartment,200 000 €,"Rue Gilles Galler 4
4000 Liege",4,Liege,2,14 m²,10 m²,1,1,96 m²,Yes,,,1,2016,Excellent,Fully equipped,,Double glass,Yes,,155 kWh/m²/year,14848 kWh/year,20/11/2026
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc54308,Apartment,145 000 €,"Rue Fusch 2 41
4000 Liege",2,Liege,1,9 m²,,1,1,54 m²,Yes,2 m²,,4,1969,To renovate,Partially equipped,Yes,Double glass,Yes,Yes,298 kWh/m²/year,16104 kWh/year,08/02/2035
liege,26,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc52148,Apartment,99 000 €,"Quai de Longdoz 38 1 B
4020 Liege",38,Liege,1,,,1,1,51 m²,No,,,1,1961,To be renovated,,,,Yes,,277 kWh/m²/year,14522 kWh/year,30/10/2033
liege,26,https://immovlan.be/en/detail/master-house/for-sale/4000/liege/vbc53081,Master,499 000 €,"Quai de la Boverie 49
4000 Liege",49,Liege,4,20 m²,11 m²,3,,421 m²,Yes,,,,,Normal,,,Double glass,No,,387 kWh/m²/year,,
liege,26,https://immovlan.be/en/detail/master-house/for-sale/4020/liege/vbc53082,Master,499 000 €,"Quai de la Boverie 49
4020 Liege",49,Liege,4,20 m²,11 m²,3,,421 m²,Yes,,,,,Normal,,,Double glass,No,,387 kWh/m²/year,,
liege,26,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc53080,Mixed,499 000 €,"Quai de la Boverie 49
4000 Liege",49,Liege,4,20 m²,11 m²,3,,421 m²,Yes,,,,,Normal,,,Double glass,No,,387 kWh/m²/year,,
liege,26,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc53084,Mixed,375 000 €,"Boulevard Jean de Wilde 18
4000 Liege",18,Liege,4,15 m²,9 m²,2,3,190 m²,Yes,10 m²,,,1918,Normal,Partially equipped,Yes,Double glass,No,,335 kWh/m²/year,23662 kWh/year,21/02/2031
liege,26,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbc31529,Mixed,175 000 €,"Rue Winston Churchill 91
4020 Liege",91,Liege,2,17 m²,10 m²,2,2,116 m²,,,,,1953,To renovate,,Yes,Double glass,No,,469 kWh/m²/year,24871 kWh/year,
liege,26,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbc53079,Mixed,499 000 €,"Quai de la Boverie 49
4020 Liege",49,Liege,4,20 m²,11 m²,3,,421 m²,Yes,,,,,Normal,,,Double glass,No,,387 kWh/m²/year,,
liege,26,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbc53208,Mixed,899 000 €,"rue Puits-en-Sock 74-78
4020 Liege",4020,Liege,15,,,,10,766 m²,Yes,,,,1980,To be renovated,Not equipped,,,No,,369 kWh/m²/year,27385 kWh/year,
liege,26,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc31355,Residence,239 000 €,"Rue des Fontaines Roland 28
4000 Liege",28,Liege,6,15 m²,15 m²,2,2,200 m²,Yes,25 m²,,,,Normal,,Yes,,,,397 kWh/m²/year,83481 kWh/year,
liege,26,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc53507,Residence,234 900 €,Rue renardi 161 4000 Liege,161,Liege,2,11 m²,10 m²,1,1,90 m²,Yes,27 m²,South-west,,1965,Excellent,Fully equipped,,Double glass,No,,311 kWh/m²/year,27115 kWh/year,19/02/2035
liege,26,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc53643,Residence,199 900 €,"Rue de l'Aumonier 25
4000 Liege",25,Liege,4,14 m²,14 m²,3,3,175 m²,Yes,20 m²,South,,1900,To renovate,,Yes,Double glass,No,,388 kWh/m²/year,20052 kWh/year,12/01/2034
liege,26,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc51711,Residence,325 000 €,"Quai Saint-Paul de Sinçay 126
4031 Angleur",126,Angleur,3,,,1,2,237 m²,Yes,19 m²,,,1840,Normal,Super equipped,No,,No,,132 kWh/m²/year,31349 kWh/year,18/07/2034
liege,26,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc52539,Residence,Make offer from 199 000 €,"Rue de Renory 95
4031 Angleur",95,Angleur,5,9 m²,18 m²,2,2,268 m²,Yes,6 m²,,,,Normal,,Yes,Double glass,No,,320 kWh/m²/year,47507 kWh/year,05/09/2034
liege,26,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc53538,Residence,Make offer from 129 000 €,4032 Chênée,4032,Chênée,3,,,1,,114 m²,Yes,,,,,To be renovated,,,,,,480 kWh/m²/year,54476 kWh/year,17/12/2034
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc49405,Apartment,159 000 €,"Rue Velbruck 2 52
4000 Liege",2,Liege,1,,,1,1,62 m²,Yes,2 m²,,5,1967,To be renovated,Partially equipped,,,Yes,,185 kWh/m²/year,11415 kWh/year,21/01/2035
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc49557,Apartment,135 000 €,"Boulevard d'Avroy 55 062
4000 Liege",55,Liege,1,,,,,75 m²,Yes,6 m²,,6,1965,,,,,Yes,,316 kWh/m²/year,23768 kWh/year,27/01/2035
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc49741,Apartment,275 000 €,"Rue Goswin 13 13
4000 Liege",13,Liege,2,13 m²,7 m²,1,,82 m²,Yes,,South,1,2015,Excellent,,,Double glass,No,Yes,96 kWh/m²/year,7878 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc50061,Apartment,179 000 €,"Rue Laport 21 051
4000 Liege",21,Liege,2,,,1,1,70 m²,Yes,,,5,1964,,,No,,Yes,,222 kWh/m²/year,,19/02/2035
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc51159,Apartment,344 000 €,Chaussée de Tongres 423 22 4000 Liege,423,Liege,3,17 m²,12 m²,2,2,139 m²,Yes,17 m²,West,2,2024,New,,Yes,Double glass,Yes,Yes,34 kWh/m²/year,4633 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc51335,Apartment,335 000 €,"Rue de l'Académie 18 21A
4000 Liege",18,Liege,2,,,1,1,106 m²,Yes,14 m²,,2,2007,,Super equipped,,,Yes,,101 kWh/m²/year,10619 kWh/year,20/12/2034
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc51385,Apartment,Make offer from 199 000 €,"Rue Hocheporte 107
4000 Liege",107,Liege,2,13 m²,9 m²,1,1,95 m²,Yes,,,10,,Normal,Partially equipped,,Double glass,,,421 kWh/m²/year,40143 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc49438,Apartment,Price on request,4020 Liege,4020,Liege,2,,,1,1,98 m²,Yes,,,5,,,,No,,Yes,,178 kWh/m²/year,,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc49379,Apartment,125 000 €,"Rue des Ecoles 2
4031 Angleur",2,Angleur,1,12 m²,,1,,37 m²,,,,0,,New,Not equipped,,Simple glass,,No,337 kWh/m²/year,14132 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc49853,Apartment,134 000 €,"Rue des Ecoles 2
4031 Angleur",2,Angleur,1,11 m²,,,,44 m²,,,,2,,Excellent,Not equipped,,Double glass,,No,298 kWh/m²/year,15120 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc50772,Apartment,139 000 €,4031 Angleur,4031,Angleur,1,11 m²,,,,44 m²,,,,1,,Excellent,Not equipped,,Double glass,,No,264 kWh/m²/year,12659 kWh/year,
liege,27,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc51743,Apartment,155 000 €,"Quai des Ardennes 91
4031 Angleur",91,Angleur,2,8 m²,14 m²,1,,86 m²,Yes,,,,,Normal,,Yes,Double glass,Yes,Yes,336 kWh/m²/year,28977 kWh/year,
liege,27,https://immovlan.be/en/detail/residence/for-sale/4000/glain/vbc51019,Residence,189 000 €,"Rue des 14 verges 38
4000 Glain",14,Glain,2,,,1,,134 m²,Yes,16 m²,,,,,,No,,,,303 kWh/m²/year,,
liege,27,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbb83819,Residence,Make offer from 165 000 €,"Rue de la Barge 140
4000 Liege",140,Liege,3,22 m²,12 m²,1,1,123 m²,Yes,21 m²,,,,To renovate,Partially equipped,Yes,Double glass,No,,492 kWh/m²/year,85006 kWh/year,
liege,27,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc49488,Residence,190 000 €,"Thier-Savary 22
4000 Liege",22,Liege,3,,,2,,177 m²,,,,,1932,To be renovated,,,,,,410 kWh/m²/year,72478 kWh/year,
liege,27,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc50769,Residence,325 000 €,"Rue de l'Espérance 270
4000 Liege",270,Liege,4,10 m²,12 m²,1,4,170 m²,Yes,,,,,Excellent,Fully equipped,Yes,Double glass,,,358 kWh/m²/year,70569 kWh/year,
liege,27,https://immovlan.be/en/detail/residence/for-sale/4020/jupille/vbc49885,Residence,325 000 €,Rue de Beyne 437 4020 Jupille,437,Jupille,3,17 m²,9 m²,1,2,140 m²,Yes,21 m²,,,1968,To renovate,,Yes,,No,,676 kWh/m²/year,101429 kWh/year,24/02/2035
liege,27,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc49413,Residence,259 000 €,Rue du Pont de Wandre 104B 4020 Liege,4020,Liege,2,15 m²,13 m²,1,,136 m²,Yes,,North,,1874,Normal,,,Double glass,No,,318 kWh/m²/year,43408 kWh/year,19/12/2025
liege,27,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc51258,Residence,350 000 €,"Rue de Fétinne 43
4020 Liege",43,Liege,6,,,2,,225 m²,,,,,,Normal,,No,Double glass,No,,224 kWh/m²/year,49941 kWh/year,07/02/2035
liege,27,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc51634,Residence,149 900 €,"Rue Neuville 109
4020 Liege",109,Liege,2,20 m²,,1,1,110 m²,Yes,10 m²,,,,Excellent,Fully equipped,Yes,Double glass,No,,497 kWh/m²/year,53268 kWh/year,17/05/2026
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc47522,Apartment,340 000 €,"Rue de l'Aumonier 14
4000 Liege",14,Liege,3,,,,3,190 m²,Yes,27 m²,,0,,Normal,Partially equipped,,,No,,166 kWh/m²/year,8338 kWh/year,03/02/2035
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4020/bressoux/vbc45674,Apartment,Price on request,4020 Bressoux,4020,Bressoux,2,,,1,1,98 m²,Yes,5 m²,,4,1968,,Partially equipped,No,,No,,247 kWh/m²/year,,14/03/2032
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc45130,Apartment,165 000 €,"Quai de la Dérivation 48 34
4020 Liege",48,Liege,2,,,1,,83 m²,Yes,,,3,1971,,Super equipped,,,Yes,,121 kWh/m²/year,10041 kWh/year,18/11/2034
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc45557,Apartment,170 869 €,"Avenue de Lille 4
4020 Liege",4,Liege,2,10 m²,8 m²,1,1,73 m²,Yes,5 m²,,5,,Fully renovated,,,Double glass,Yes,Yes,119 kWh/m²/year,,25/12/2032
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc45558,Apartment,192 356 €,"Avenue de Lille 4
4020 Liege",4,Liege,3,10 m²,8 m²,1,1,86 m²,Yes,4 m²,South-west,,,Fully renovated,,,Double glass,Yes,Yes,119 kWh/m²/year,,25/12/2032
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc47579,Apartment,118 000 €,"Quai de l'Ourthe 39
4020 Liege",39,Liege,2,9 m²,14 m²,1,1,63 m²,Yes,,,,,Normal,,Yes,,Yes,Yes,279 kWh/m²/year,21471 kWh/year,
liege,28,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc10905,Apartment,109 000 €,"Rue Sous le Bois 40 22
4031 Angleur",40,Angleur,1,9 m²,,1,1,36 m²,,,,2,,To renovate,,,,,,196 kWh/m²/year,8372 kWh/year,18/06/2030
liege,28,https://immovlan.be/en/detail/duplex/for-sale/4000/liege/vaz81696,Duplex,169 000 €,"Rue Firquet 17
4000 Liege",17,Liege,1,,,,1,83 m²,Yes,20 m²,,0,1900,New,Super equipped,,,No,,155 kWh/m²/year,11181 kWh/year,
liege,28,https://immovlan.be/en/detail/residence/for-sale/4000/glain/vbc47980,Residence,175 000 €,"Rue Branche-Planchard 160
4000 Glain",160,Glain,3,17 m²,17 m²,1,1,91 m²,,,,,1850,Normal,Fully equipped,Yes,Double glass,,,207 kWh/m²/year,18777 kWh/year,
liege,28,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc45298,Residence,145 000 €,"Rue Faleye 13
4000 Liege",13,Liege,3,,,1,,83 m²,Yes,8 m²,,,1950,To renovate,,Yes,Double glass,No,,489 kWh/m²/year,53977 kWh/year,15/12/2034
liege,28,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc46479,Residence,145 000 €,"Rue du Snapeux 40
4000 Liege",40,Liege,2,,,1,1,81 m²,,,,,1939,Normal,,,,,,563 kWh/m²/year,45599 kWh/year,
liege,28,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc47523,Residence,340 000 €,"Rue de l'Aumonier 14
4000 Liege",14,Liege,3,,,,3,190 m²,Yes,27 m²,,,,Normal,Partially equipped,,,No,,166 kWh/m²/year,8338 kWh/year,03/02/2035
liege,28,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc45891,Residence,135 000 €,"Avenue de la Croix Rouge 176
4020 Bressoux",176,Bressoux,2,14 m²,19 m²,1,1,73 m²,Yes,20 m²,,,1918,Normal,,Yes,Double glass,No,,425 kWh/m²/year,38978 kWh/year,01/03/2035
liege,28,https://immovlan.be/en/detail/residence/for-sale/4020/jupille/vbc35739,Residence,Make offer from 150 000 €,"Rue de Liège 39
4020 Jupille",39,Jupille,2,18 m²,32 m²,1,2,124 m²,Yes,,West,,,Normal,Fully equipped,Yes,Double glass,No,,248 kWh/m²/year,33813 kWh/year,19/09/2034
liege,28,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc47920,Residence,Make offer from 169 000 €,"Rue de Robermont 46
4020 Liege",46,Liege,2,15 m²,11 m²,1,1,110 m²,Yes,15 m²,South-east,,,Normal,Partially equipped,,Double glass,No,,276 kWh/m²/year,41564 kWh/year,29/08/2033
